Name,Year Published,Users Rated,Owned Users,Complexity Average,Mechanics
The Last Victory,1987.0,42,203.0,4.33,Hexagon Grid
Central America,1987.0,245,834.0,4.29,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation"
Ben Hur,1987.0,75,127.0,1.83,Resource to Move
Mana,1987.0,96,171.0,2.11,Grid Movement
Calypso,1987.0,51,103.0,2.4,
Gammarauders,1987.0,415,897.0,2.16,"Area Movement, Dice Rolling, Modular Board"
Ayanu,1987.0,47,160.0,2.29,
Dynamite,1988.0,57,92.0,1.18,"Point to Point Movement, Roll / Spin and Move"
Gute Freunde,1988.0,40,105.0,1.0,"Modular Board, Point to Point Movement"
Pictionary Junior,1988.0,226,735.0,1.31,"Paper-and-Pencil, Roll / Spin and Move"
Turmbau zu Babel,1988.0,42,110.0,1.0,
Open Fire: Solitaire Tank Combat in WWII,1988.0,135,639.0,2.78,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation"
Chicken Out,1988.0,58,142.0,1.25,"Hand Management, Push Your Luck, Roll / Spin and Move"
Leonardo,1988.0,68,199.0,1.63,"Roll / Spin and Move, Set Collection"
Spider Wars,1988.0,72,140.0,1.44,
Double Crossing,1988.0,103,273.0,1.31,"Pick-up and Deliver, Roll / Spin and Move"
Cut and Run,1988.0,54,159.0,1.5,"Betting and Bluffing, Dice Rolling, Set Collection"
Tis The Season: Christmas Trivia,1988.0,33,136.0,1.33,
White Rabbit,1988.0,96,244.0,1.0,"Memory, Roll / Spin and Move, Set Collection"
Zomax,1988.0,44,82.0,1.67,"Dice Rolling, Secret Unit Deployment"
Shrieks & Creaks,1988.0,46,100.0,1.5,Point to Point Movement
Bullwinkle and Rocky Role Playing Party Game,1988.0,70,274.0,1.0,"Role Playing, Storytelling"
Kids On Stage,1988.0,42,95.0,1.0,"Acting, Roll / Spin and Move"
Grand Army of the Republic,1988.0,48,190.0,2.78,"Area Movement, Dice Rolling, Movement Points, Simulation"
Campaigns in the Valley,1988.0,45,357.0,2.6,"Dice Rolling, Hexagon Grid"
Rimini,1988.0,30,55.0,1.5,Tile Placement
Space Master: Star Strike,1988.0,36,124.0,3.0,Hexagon Grid
City,1988.0,110,225.0,1.71,Roll / Spin and Move
Le Docte Rat,1988.0,94,190.0,2.0,Roll / Spin and Move
Race Through Space,1988.0,209,468.0,1.12,"Dice Rolling, Modular Board, Roll / Spin and Move, Tile Placement"
Cloak & Dagger,1988.0,30,64.0,2.0,"Card Drafting, Set Collection"
Omnigon,1988.0,44,80.0,2.0,"Grid Movement, Hexagon Grid"
Pipeline,1988.0,86,154.0,1.8,Tile Placement
The Indian Mutiny,1988.0,82,445.0,2.71,"Area Movement, Dice Rolling, Simulation"
Dweebs Geeks & Weirdos,1988.0,32,101.0,1.0,Line Drawing
Dare!,1988.0,40,115.0,1.2,"Betting and Bluffing, Storytelling"
Bewitched,1988.0,41,72.0,1.0,"Pick-up and Deliver, Roll / Spin and Move"
Roller Coaster Hippo,1988.0,254,702.0,1.21,"Acting, Dice Rolling, Line Drawing, Singing, Storytelling"
Yahtzee Jr.,1988.0,371,963.0,1.1,"Dice Rolling, Set Collection"
Shark Attack!,1988.0,226,396.0,1.0,Roll / Spin and Move
Adverteasing,1988.0,126,413.0,1.38,
Past Lives,1988.0,102,207.0,1.5,"Dice Rolling, Events, Roll / Spin and Move, Set Collection, Track Movement"
Boggle Jr.,1988.0,136,548.0,1.4,"Memory, Pattern Recognition"
Hot Potato,1988.0,99,156.0,1.0,
The Last Straw,1988.0,180,435.0,1.0,
Vendetta,1988.0,212,444.0,1.27,"Dice Rolling, Events, Race, Roll / Spin and Move, Static Capture, Track Movement"
Free Parking,1988.0,308,818.0,1.11,"Hand Management, Set Collection, Take That"
Tyrannosaurus Rex,1988.0,60,127.0,1.0,Roll / Spin and Move
Baby Bird Game,1988.0,32,50.0,1.0,"Dice Rolling, Roll / Spin and Move"
Curse of the Mummy's Tomb,1988.0,335,631.0,1.88,Action Queue
Dragonlance,1988.0,410,995.0,1.88,"Action Points, Card Drafting, Dice Rolling, Grid Movement, Hexagon Grid, Roll / Spin and Move, Three Dimensional Movement, Variable Player Powers"
Ea$y Money,1988.0,153,404.0,1.3,Roll / Spin and Move
Spices of the World,1988.0,70,198.0,1.4,"Dice Rolling, Pick-up and Deliver"
Backwords,1988.0,85,267.0,1.4,"Cooperative Game, Simultaneous Action Selection, Team-Based Game"
Tri-Virsity,1988.0,55,192.0,1.4,"Card Drafting, Hand Management, Pattern Building, Tile Placement"
Danmark-spillet,1988.0,31,50.0,1.0,"Area Movement, Memory"
Enigma,1988.0,47,127.0,1.0,"Dice Rolling, Point to Point Movement, Roll / Spin and Move"
Silence in Class!,1988.0,32,64.0,1.75,Hand Management
The Guinness Game of Records,1988.0,34,73.0,1.2,Action Points
The Legend of Zelda,1988.0,58,150.0,1.33,Dice Rolling
Inspector Higgins,1988.0,50,137.0,1.0,Roll / Spin and Move
Meschugge,1988.0,34,104.0,2.67,Pattern Recognition
First to Reverse,1988.0,41,91.0,1.0,Roll / Spin and Move
Crazy Crocodiles,1988.0,38,56.0,1.0,"Dice Rolling, Roll / Spin and Move"
Sweet Valley High,1988.0,50,132.0,1.0,"Memory, Roll / Spin and Move, Set Collection"
Black Monday,1988.0,119,275.0,2.07,Commodity Speculation
Obcy,1988.0,139,154.0,2.13,"Dice Rolling, Hexagon Grid, Pick-up and Deliver, Team-Based Game, Variable Player Powers"
The Great Patriotic War: Nazi Germany vs. the Soviet Union,1988.0,127,288.0,2.93,"Hexagon Grid, Simulation"
Heartthrob,1988.0,83,123.0,2.0,"Betting and Bluffing, Role Playing, Voting"
The Hunt for Red October,1988.0,397,1310.0,2.47,"Area Movement, Area-Impulse, Dice Rolling, Secret Unit Deployment, Simulation"
Bug Hunter Sniper!,1988.0,93,314.0,3.17,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game"
Adeptus Titanicus,1988.0,223,350.0,2.67,"Dice Rolling, Simultaneous Action Selection"
Ace of Aces: Wingleader,1988.0,172,425.0,1.78,"Simulation, Simultaneous Action Selection"
Sky Galleons of Mars,1988.0,169,525.0,2.27,"Dice Rolling, Hexagon Grid, Movement Points, Player Elimination, Scenario / Mission / Campaign Game, Three Dimensional Movement, Variable Player Powers"
Career Poker,1988.0,235,518.0,1.41,"Ladder Climbing, Trick-taking"
Mertwig's Maze,1988.0,262,553.0,1.93,"Modular Board, Role Playing"
Renegade Legion: Centurion - Blood & Steel,1988.0,249,642.0,3.34,"Dice Rolling, Hexagon Grid"
Circus Imperium,1988.0,281,528.0,2.05,"Area-Impulse, Hexagon Grid"
Axiom,1988.0,229,344.0,2.93,Modular Board
Lee vs. Grant: The Wilderness Campaign of 1864,1988.0,266,815.0,3.13,"Hexagon Grid, Simulation"
Enemy in Sight,1988.0,655,1240.0,1.7,"Hand Management, Take That"
Gettysburg (125th Anniversary Edition),1988.0,530,1182.0,2.0,"Hexagon Grid, Simulation"
Targui,1988.0,714,1510.0,2.38,"Modular Board, Player Elimination"
Tokyo Express: The Guadalcanal Naval Campaign - 1942,1988.0,332,1243.0,4.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Solo / Solitaire Game"
Forum Romanum,1988.0,448,666.0,2.38,Area Majority / Influence
Merchant of Venus,1988.0,2650,3275.0,2.83,"Commodity Speculation, Dice Rolling, Movement Points, Pick-up and Deliver, Point to Point Movement, Roll / Spin and Move, Trading, Variable Set-up"
SET,1988.0,10837,17890.0,1.68,"Pattern Recognition, Set Collection, Speed Matching"
Inkognito,1988.0,3054,5727.0,2.16,"Point to Point Movement, Roll / Spin and Move, Team-Based Game"
Full Metal Planète,1988.0,719,957.0,3.16,"Action Points, Dice Rolling, Hexagon Grid"
Blood Bowl (Second Edition),1988.0,1346,2061.0,2.84,"Dice Rolling, Grid Movement, Variable Player Powers"
Angola,1988.0,454,959.0,3.17,"Area Majority / Influence, Campaign / Battle Card Driven, Movement Points, Secret Unit Deployment, Simulation, Team-Based Game"
Magic Dance,1988.0,477,1136.0,1.47,"Dice Rolling, Memory, Roll / Spin and Move"
What the Heck?,1988.0,1938,3144.0,1.18,"Auction: Sealed Bid, Simultaneous Action Selection"
Orcwars,1988.0,54,139.0,2.25,"Area Majority / Influence, Area Movement, Dice Rolling, Simulation, Three Dimensional Movement, Variable Set-up"
Clue Master Detective,1988.0,1285,2681.0,1.85,"Memory, Paper-and-Pencil, Roll / Spin and Move"
Ligretto,1988.0,3502,6549.0,1.19,Pattern Building
Barbarossa,1988.0,1410,2450.0,1.54,"Betting and Bluffing, Roll / Spin and Move, Targeted Clues"
Assault on Hoth: The Empire Strikes Back,1988.0,501,971.0,2.21,"Campaign / Battle Card Driven, Dice Rolling, Events, Grid Movement, Hexagon Grid, Simulation"
Buck Rogers: Battle for the 25th Century Game,1988.0,796,1549.0,2.68,"Area Movement, Dice Rolling, Minimap Resolution, Multiple Maps, Point to Point Movement, Ratio / Combat Results Table"
Scattergories,1988.0,8536,16062.0,1.38,"Dice Rolling, Paper-and-Pencil"
Wordsearch,1988.0,74,187.0,2.25,Pattern Building
Venice Connection,1988.0,417,832.0,1.67,"Pattern Building, Tile Placement"
The Campaigns of Robert E. Lee,1988.0,88,346.0,3.91,Hexagon Grid
PS,1988.0,36,82.0,2.17,Dice Rolling
Monster Maker,1988.0,40,83.0,1.0,
Entenrallye,1988.0,76,157.0,1.75,Roll / Spin and Move
Эрудит,1988.0,48,73.0,2.0,Tile Placement
The Willow Game,1988.0,232,765.0,2.05,
Manchu: The Taiping Rebellion - 1852-1868,1988.0,77,484.0,2.71,Hexagon Grid
The Horse Soldiers: Forrest at Bay,1988.0,77,442.0,3.07,"Hexagon Grid, Simulation"
Neu,1988.0,73,127.0,1.0,Hand Management
Maloney's Inheritance,1988.0,190,455.0,2.0,Auction/Bidding
Lee Invades the North,1988.0,43,247.0,2.43,Hexagon Grid
Test of Arms,1988.0,87,292.0,2.22,"Hexagon Grid, Modular Board"
24 Game,1988.0,111,312.0,1.5,Pattern Recognition
Courtisans of Versailles,1988.0,169,365.0,1.82,"Hand Management, Role Playing, Trading"
Ronda Magica,1988.0,38,109.0,1.0,"Pattern Building, Tile Placement"
Lieber bairisch sterben,1988.0,41,151.0,3.0,"Area-Impulse, Auction/Bidding, Simultaneous Action Selection"
Desafino,1988.0,34,61.0,1.25,"Acting, Card Drafting, Team-Based Game"
"Pegasus Bridge: The Beginning of D-Day - June 6, 1944",1988.0,126,544.0,2.64,"Dice Rolling, Events, Interrupts, Movement Points, Point to Point Movement, Ratio / Combat Results Table, Simulation, Solo / Solitaire Game"
Elefantenparade,1988.0,187,369.0,1.29,
Dorada,1988.0,121,206.0,1.0,"Point to Point Movement, Roll / Spin and Move"
The Tigers Are Burning,1988.0,91,466.0,2.46,Hexagon Grid
Nicaragua!,1988.0,90,502.0,2.86,"Area Majority / Influence, Area Movement, Dice Rolling, Events, Movement Points, Scenario / Mission / Campaign Game, Simulation"
Dark Future,1988.0,281,577.0,2.31,
Stack,1988.0,190,401.0,1.32,"Dice Rolling, Pattern Building"
Sniper! Special Forces: Sniper! Companion Game #2,1988.0,46,204.0,3.0,"Chit-Pull System, Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Paper-and-Pencil, Player Elimination, Scenario / Mission / Campaign Game, Secret Unit Deployment, Simulation, Three Dimensional Movement, Variable Phase Order, Variable Set-up"
Eureka,1988.0,389,818.0,1.47,"Dice Rolling, Grid Movement, Pick-up and Deliver, Push Your Luck, Roll / Spin and Move"
North German Plain,1988.0,82,477.0,3.0,Hexagon Grid
CribbGolf,1988.0,96,301.0,1.57,Trick-taking
Combined Arms: Command Decision Series Game,1988.0,46,149.0,3.0,Dice Rolling
Fortress Stalingrad,1988.0,71,384.0,2.44,Hexagon Grid
Pyramidis,1988.0,156,363.0,1.86,Grid Movement
20 Questions,1988.0,672,1225.0,1.34,
Star Wars Lightsaber Dueling,1988.0,102,235.0,2.0,"Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers"
Race to Riches,1989.0,42,165.0,1.83,"Commodity Speculation, Stock Holding"
Wojny Napoleonskie,1989.0,49,77.0,2.57,"Hexagon Grid, Ratio / Combat Results Table"
Esels-Rennen,1989.0,118,211.0,1.18,Betting and Bluffing
Das Letzte Kamel,1989.0,71,120.0,1.5,Roll / Spin and Move
Life Style,1989.0,179,411.0,1.13,Voting
Ready! Set! Spaghetti!,1989.0,114,223.0,1.0,Dice Rolling
Treasure Hunt,1989.0,41,129.0,2.2,"Modular Board, Roll / Spin and Move"
This Hallowed Ground,1989.0,31,88.0,2.14,"Area Movement, Dice Rolling, Simulation"
Europe Aflame,1989.0,95,278.0,2.46,"Area Movement, Area-Impulse, Dice Rolling, Movement Points, Scenario / Mission / Campaign Game, Secret Unit Deployment, Team-Based Game"
Rubout,1989.0,65,166.0,1.77,Area Movement
The Game of Sniglets,1989.0,40,149.0,3.0,
Scattergories Junior,1989.0,81,322.0,1.33,Paper-and-Pencil
Baha,1989.0,46,156.0,1.5,Trick-taking
Electronic Mall Madness,1989.0,357,948.0,1.17,Roll / Spin and Move
Pompeii: The Last Days,1989.0,65,109.0,2.2,"Area Movement, Roll / Spin and Move, Set Collection"
Outburst Bible Edition,1989.0,62,181.0,1.5,Point to Point Movement
Joakim von Ankas fantastiska affärer,1989.0,45,66.0,2.0,"Commodity Speculation, Grid Movement, Roll / Spin and Move"
Gruble,1989.0,33,50.0,1.25,Paper-and-Pencil
Wild Pirates,1989.0,122,335.0,1.27,"Hand Management, Trick-taking"
Kalahen,1989.0,71,181.0,2.67,Set Collection
Tetris,1989.0,83,167.0,1.63,Tile Placement
Donau Front,1989.0,64,422.0,2.5,"Dice Rolling, Hexagon Grid"
Fantasi,1989.0,39,92.0,1.0,Acting
"New York, New York",1989.0,91,201.0,1.4,Tile Placement
Cue Me!,1989.0,32,66.0,2.33,"Dice Rolling, Team-Based Game"
Last Battle: Twilight - 2000,1989.0,62,240.0,2.75,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Paper-and-Pencil, Scenario / Mission / Campaign Game, Simulation"
Scrabble Dice,1989.0,66,163.0,1.63,"Dice Rolling, Paper-and-Pencil, Pattern Building"
Cluedo: Magnetic Pocket Edition,1989.0,67,204.0,1.5,Roll / Spin and Move
Rush for Glory,1989.0,66,369.0,2.54,Area Movement
Mystery Garden,1989.0,179,463.0,1.06,Memory
Outburst Junior,1989.0,160,518.0,1.57,
Trump: The Game,1989.0,690,1154.0,1.72,"Auction/Bidding, Memory, Roll / Spin and Move, Set Collection, Trading"
Tribond,1989.0,1214,2864.0,1.37,"Dice Rolling, Roll / Spin and Move"
Lone Wolf and Cub Game,1989.0,138,369.0,1.83,Role Playing
Huggermugger,1989.0,424,1080.0,1.65,
Quicksand,1989.0,123,263.0,1.08,Roll / Spin and Move
Game of the Year,1989.0,111,246.0,1.17,
White Lady,1989.0,55,171.0,1.17,"Memory, Player Elimination, Push Your Luck, Take That"
Electronic Talking Battleship,1989.0,160,332.0,1.42,Secret Unit Deployment
Trivial Pursuit: The 1980's,1989.0,233,642.0,1.81,Roll / Spin and Move
The Batman Game,1989.0,82,221.0,1.4,Roll / Spin and Move
Clue Jr.: Case of The Missing Pet,1989.0,66,158.0,1.25,"Paper-and-Pencil, Roll / Spin and Move, Storytelling"
Blind Justice,1989.0,74,304.0,1.71,"Dice Rolling, Team-Based Game, Track Movement, Voting"
Hägar ruft zum Beutefest,1989.0,61,86.0,1.18,"Point to Point Movement, Roll / Spin and Move"
My Haunted Castle,1989.0,86,222.0,1.14,Memory
Reminiscing: The Game For People Over Thirty,1989.0,58,240.0,1.0,"Roll / Spin and Move, Storytelling"
Krystal,1989.0,47,114.0,3.0,
Oi! Dat's My Leg!,1989.0,46,62.0,1.0,Roll / Spin and Move
The Hamburger Game,1989.0,113,180.0,1.2,"Memory, Roll / Spin and Move, Set Collection"
Doctor Who: Battle for the Universe,1989.0,42,114.0,1.0,"Roll / Spin and Move, Variable Player Powers"
Beirut ‘82: Arab Stalingrad,1989.0,71,355.0,2.29,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Die Augen der Kali,1989.0,31,77.0,1.75,
Clever Endeavor,1989.0,213,557.0,1.88,Roll / Spin and Move
Six Cubes,1989.0,70,174.0,1.0,"Dice Rolling, Push Your Luck"
Acrobats,1989.0,39,101.0,1.0,
Hans Dampf,1989.0,41,93.0,1.5,
Derby Days,1989.0,41,114.0,1.0,Roll / Spin and Move
Murphy,1989.0,37,113.0,2.0,
Trolls in the Pantry,1989.0,41,67.0,1.0,"Memory, Roll / Spin and Move"
Nanu?,1989.0,86,201.0,1.0,"Dice Rolling, Memory"
Meteo,1989.0,98,249.0,2.3,Tile Placement
Animal Olympics,1989.0,65,108.0,1.0,Betting and Bluffing
The Great Khan Game,1989.0,369,701.0,2.14,"Area Movement, Campaign / Battle Card Driven, Melding and Splaying"
MBT,1989.0,355,1032.0,3.79,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Modular Board, Scenario / Mission / Campaign Game, Simulation, Simultaneous Action Selection, Team-Based Game"
Dungeonbowl: Elves & Dwarfs,1989.0,295,567.0,2.58,"Tile Placement, Variable Player Powers"
Napoleon's Battles,1989.0,270,748.0,3.41,"Line of Sight, Simulation"
Can't Stop Express,1989.0,345,795.0,1.33,Dice Rolling
Der wahre Walter,1989.0,153,298.0,1.25,"Betting and Bluffing, Voting"
Modern Naval Battles,1989.0,433,775.0,2.23,"Dice Rolling, Hand Management, Take That"
Hotel Life,1989.0,133,184.0,2.5,
True Colors,1989.0,499,984.0,1.15,"Betting and Bluffing, Voting"
The New Dungeon!,1989.0,465,883.0,1.68,"Role Playing, Roll / Spin and Move, Variable Player Powers"
Excalibur,1989.0,307,693.0,3.06,"Action Queue, Dice Rolling, Paper-and-Pencil, Point to Point Movement, Simultaneous Action Selection"
Fief 2,1989.0,147,259.0,2.91,"Area Movement, Voting"
Red Storm Rising,1989.0,327,880.0,2.61,"Area Movement, Secret Unit Deployment"
Favoriten,1989.0,172,269.0,1.33,Betting and Bluffing
Liftoff!,1989.0,201,385.0,2.93,"Dice Rolling, Simultaneous Action Selection"
Such a Thing?,1989.0,704,1343.0,1.25,"Storytelling, Voting"
The Really Nasty Horse Racing Game,1989.0,801,1212.0,1.68,"Betting and Bluffing, Roll / Spin and Move"
5th Fleet: Modern Naval Combat in the Indian Ocean,1989.0,301,825.0,3.43,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Space Hulk,1989.0,3638,3846.0,2.51,"Action Points, Dice Rolling, Grid Movement, Modular Board"
HeroQuest,1989.0,10992,16531.0,2.16,"Dice Rolling, Die Icon Resolution, Grid Movement, Modular Board, Role Playing, Roll / Spin and Move, Scenario / Mission / Campaign Game, Square Grid, Team-Based Game, Variable Player Powers"
Tsushima,1989.0,71,386.0,2.59,Hexagon Grid
Taboo,1989.0,10519,17893.0,1.22,"Communication Limits, Team-Based Game"
A la carte,1989.0,3081,4181.0,1.3,"Action Points, Dice Rolling, Set Collection"
Turning Point: Stalingrad,1989.0,704,1731.0,3.32,Area-Impulse
Aliens,1989.0,720,966.0,2.24,"Cooperative Game, Dice Rolling, Scenario / Mission / Campaign Game, Square Grid, Variable Player Powers"
Advanced Heroquest,1989.0,1218,2351.0,2.87,"Cooperative Game, Modular Board, Role Playing, Variable Player Powers"
Escape from the Hidden Castle,1989.0,1603,2488.0,1.14,"Dice Rolling, Push Your Luck, Roll / Spin and Move"
Café International,1989.0,2534,3595.0,1.66,"Hand Management, Pattern Building, Tile Placement"
The Siege of Jerusalem (Third Edition),1989.0,552,1537.0,3.88,"Dice Rolling, Hexagon Grid, Solo / Solitaire Game"
1853,1989.0,482,1355.0,4.17,"Network and Route Building, Stock Holding, Tile Placement"
Icehouse,1989.0,605,1302.0,2.6,
Space Marine,1989.0,496,915.0,3.15,"Dice Rolling, Simultaneous Action Selection, Variable Player Powers"
Car Wars Compendium,1989.0,320,764.0,3.28,Hexagon Grid
Desert Steel,1989.0,110,373.0,3.05,"Campaign / Battle Card Driven, Dice Rolling, Events, Grid Movement, Hexagon Grid, Modular Board, Simulation"
The King's War: The First English Civil War 1642-1646,1989.0,92,371.0,3.43,Point to Point Movement
Ave Caesar,1989.0,4381,4199.0,1.36,"Hand Management, Race, Track Movement"
Rise and Fall,1989.0,134,255.0,2.38,"Area Majority / Influence, Area Movement, Variable Player Powers"
Maestro,1989.0,184,389.0,1.86,Set Collection
Africa Orientale,1989.0,92,456.0,3.19,"Dice Rolling, Hexagon Grid, Simulation"
First Blood: The 1st and 2nd Battles of Manassas,1989.0,42,228.0,3.88,"Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Set-up, Zone of Control"
BattleTech: Battletroops,1989.0,107,294.0,3.08,Action Points
Spectrangle,1989.0,251,556.0,1.5,"Team-Based Game, Tile Placement"
Crash Canyon,1989.0,66,104.0,1.44,Roll / Spin and Move
Tomorrow the World,1989.0,86,399.0,2.53,"Area Movement, Point to Point Movement"
Rubik's Illusion,1989.0,70,147.0,1.7,Pattern Building
The Guns of Cedar Creek,1989.0,30,180.0,3.5,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
Advanced Dungeons & Dragons Battlesystem (Second Edition),1989.0,82,201.0,3.25,"Dice Rolling, Simulation"
Dschungelrennen,1989.0,43,87.0,1.0,
Timberland,1989.0,40,90.0,2.0,"Auction/Bidding, Hand Management"
Temple of the Beastmen,1989.0,82,249.0,1.5,"Modular Board, Square Grid, Variable Player Powers"
Edelweiss: The Struggle in the Caucasus,1989.0,76,351.0,4.6,"Hexagon Grid, Ratio / Combat Results Table, Zone of Control"
Wicketz,1989.0,57,132.0,2.67,
Dead of Winter: The Battle of Stones River,1989.0,48,226.0,4.38,"Hexagon Grid, Scenario / Mission / Campaign Game, Simulation"
Light Division,1989.0,44,210.0,3.67,Hexagon Grid
Blitzkrieg '41,1989.0,71,399.0,2.64,Hexagon Grid
Star Wars: Starfighter Battle Book,1989.0,119,287.0,1.65,"Simulation, Simultaneous Action Selection, Variable Player Powers"
Renegade Legion: Leviathan,1989.0,159,424.0,3.08,"Dice Rolling, Hexagon Grid"
Academia,1989.0,97,128.0,1.4,"Paper-and-Pencil, Voting"
Bloody 110,1989.0,70,305.0,4.0,"Dice Rolling, Hexagon Grid, Movement Points, Simulation"
Encore,1989.0,412,842.0,1.26,Singing
Hitler's Last Gamble,1989.0,65,226.0,4.0,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control"
Star Wars: Battle for Endor,1989.0,162,405.0,2.15,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Dicke Kartoffeln,1989.0,155,355.0,3.43,Commodity Speculation
The Headlines Game,1989.0,75,120.0,1.0,Card Drafting
Mare Mediterraneum,1989.0,80,125.0,3.0,Dice Rolling
Statis Pro Baseball Great Teams,1989.0,43,139.0,1.6,Simulation
Pictionary: Party Edition,1989.0,94,218.0,1.0,"Cooperative Game, Line Drawing, Paper-and-Pencil, Pattern Recognition"
Harvest of Death: The Second Day at Gettysburg,1989.0,81,390.0,2.5,"Dice Rolling, Hexagon Grid, Simulation"
Soldier's Companion,1989.0,43,107.0,3.0,"Dice Rolling, Role Playing"
Pole Position,1989.0,119,191.0,1.69,"Hand Management, Modular Board, Point to Point Movement, Simultaneous Action Selection, Turn Order: Auction"
Flying Pirates,1990.0,41,47.0,1.44,Simultaneous Action Selection
Pirates' Gold,1990.0,67,146.0,1.0,"Dice Rolling, Pick-up and Deliver, Roll / Spin and Move"
The Challenge,1990.0,66,150.0,1.5,"Card Drafting, Hand Management"
Hecht im Karpfenteich,1990.0,38,94.0,0.0,
Indicios,1990.0,35,50.0,1.33,Roll / Spin and Move
Römer,1990.0,54,148.0,2.0,Trick-taking
Katego,1990.0,78,68.0,1.06,Dice Rolling
Schoko-Hexe,1990.0,98,211.0,1.0,"Betting and Bluffing, Push Your Luck, Set Collection"
"Baton Rouge: Street Fighting in the Louisiana Capital, August 5, 1862",1990.0,67,441.0,3.22,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Claim to Fame,1990.0,40,159.0,1.33,"Acting, Memory, Team-Based Game"
Splat!,1990.0,161,297.0,1.0,Roll / Spin and Move
Werner: Volle Socke,1990.0,30,79.0,1.33,Card Drafting
Solar Trader,1990.0,53,100.0,1.57,"Dice Rolling, Roll / Spin and Move, Trading"
Robin Hood,1990.0,81,207.0,1.4,"Memory, Point to Point Movement"
Brainstorm,1990.0,177,341.0,1.62,
Operation Solace,1990.0,43,281.0,3.2,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Secret Unit Deployment, Simulation, Variable Set-up"
Marching Through Georgia,1990.0,50,285.0,3.0,Area Movement
Burger Battle,1990.0,36,109.0,1.33,Card Drafting
The Journeys of Paul,1990.0,138,325.0,1.63,"Area Movement, Events, Hand Management, Race, Trading"
Welfen und Staufer,1990.0,38,147.0,3.1,"Area Movement, Dice Rolling, Voting"
Tabula,1990.0,88,210.0,1.42,
Les Aigles,1990.0,30,91.0,3.83,"Dice Rolling, Measurement Movement, Secret Unit Deployment, Simulation, Simultaneous Action Selection"
Amnesia,1990.0,52,110.0,1.0,"Role Playing, Trading"
Quits,1990.0,77,231.0,1.83,
Ataxx,1990.0,48,19.0,2.22,Enclosure
Le Paresseux,1990.0,45,66.0,1.0,
Kreta 1941,1990.0,80,118.0,2.75,Hexagon Grid
High Ground,1990.0,40,136.0,1.67,"Dice Rolling, Grid Movement, Movement Points, Square Grid"
Hamburger Hill,1990.0,49,354.0,2.71,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Blood and Iron,1990.0,45,181.0,2.75,"Dice Rolling, Hexagon Grid"
Star Wars: Escape From The Death Star,1990.0,162,365.0,1.9,Cooperative Game
Cluedo Card Game,1990.0,102,358.0,1.17,Hand Management
Komandosi,1990.0,64,59.0,2.22,"Pick-up and Deliver, Roll / Spin and Move"
Eldorado,1990.0,61,145.0,1.75,Roll / Spin and Move
Anybody's Guess,1990.0,106,349.0,1.36,
Monopoly Junior,1990.0,1485,3000.0,1.17,"Dice Rolling, Point to Point Movement, Roll / Spin and Move, Set Collection"
Dirty Minds: The Game of Naughty Clues,1990.0,563,1504.0,1.15,
Pretty Pretty Princess,1990.0,256,586.0,1.04,"Roll / Spin and Move, Set Collection"
Key to the Kingdom,1990.0,1167,2419.0,1.59,"Map Deformation, Roll / Spin and Move"
Noteability,1990.0,107,269.0,1.2,Singing
Borodino: Doomed Victory,1990.0,78,324.0,3.2,"Dice Rolling, Hexagon Grid, Simulation"
Curse of the Idol,1990.0,369,767.0,1.22,"Pick-up and Deliver, Roll / Spin and Move"
Men At Arms,1990.0,100,392.0,2.5,"Dice Rolling, Movement Points, Scenario / Mission / Campaign Game, Simulation, Square Grid, Zone of Control"
Astrotime,1990.0,72,188.0,1.38,
On Assignment with National Geographic,1990.0,100,321.0,1.4,Card Drafting
Arabian Nightmare: The Kuwait War,1990.0,91,493.0,3.72,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Scenario / Mission / Campaign Game"
